LIQRESOR,REALPROP,WRK_POOR,RAWNET,FSNONCIT,FSTANF,FSERNDED,SHELDED,CERTHHSZ,HWGT,FSSLTDE2,FSGRINC,FSEARN,FSSTDDE2,FSTOTDE2,FSTOTDED,RAWERND,FSUNEARN,TANF_IND,FSNELDER,TPOV,FSSLTDED,FSDIS,FSASSET,FSERNDE2,FSWAGES,FSUSIZE,FSSSI,FSNETINC,FSGA,CAT_ELIG,VEHICLEA,FSVEHAST
0.0,0.0,1.0,0.0,0.0,0.0,137.0,0.0,4.0,915.0275451471678,412.0,688.0,688.0,195.0,688.0,693.0,137.0,0.0,0.0,0.0,41.0,417.0,0.0,0.0,192.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0
867.0,0.0,1.0,1188.0,0.0,0.0,339.0,8.0,5.0,1506.534813016348,8.0,1699.0,1699.0,170.0,509.0,509.0,340.0,0.0,0.0,0.0,87.0,8.0,0.0,867.0,347.0,1699.0,5.0,0.0,1190.0,0.0,0.0,1.0,0.0
0.0,0.0,1.0,1798.0,0.0,0.0,496.0,0.0,6.0,1798.6743189435433,0.0,2480.0,2480.0,186.0,682.0,682.0,496.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,496.0,2480.0,6.0,0.0,1798.0,0.0,0.0,1.0,0.0
78.0,0.0,0.0,51.0,0.0,389.0,0.0,205.0,3.0,896.9361397079424,204.0,389.0,0.0,201.0,338.0,338.0,0.0,389.0,1.0,0.0,28.0,204.0,0.0,78.0,0.0,0.0,3.0,0.0,51.0,0.0,1.0,1.0,0.0
0.0,0.0,0.0,442.0,0.0,310.0,0.0,358.0,3.0,1072.6843780773625,357.0,933.0,0.0,201.0,491.0,491.0,0.0,933.0,1.0,0.0,67.0,357.0,1.0,0.0,0.0,0.0,3.0,623.0,442.0,0.0,1.0,1.0,0.0
0.0,0.0,0.0,565.0,0.0,0.0,0.0,0.0,2.0,1108.2110792439848,0.0,699.0,0.0,134.0,134.0,134.0,0.0,699.0,0.0,0.0,64.0,0.0,1.0,0.0,0.0,0.0,2.0,468.0,565.0,231.0,1.0,1.0,0.0
0.0,0.0,1.0,728.0,0.0,0.0,401.0,417.0,4.0,1239.7149685573313,417.0,2008.0,2008.0,139.0,1280.0,1280.0,402.0,0.0,0.0,0.0,120.0,417.0,0.0,0.0,409.0,2008.0,4.0,0.0,728.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,874.5952619904157,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0
0.0,0.0,1.0,1068.0,0.0,0.0,301.0,0.0,4.0,1393.1223291234355,0.0,1509.0,1509.0,139.0,440.0,440.0,302.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,301.0,1509.0,4.0,0.0,1069.0,0.0,0.0,1.0,0.0
620.0,0.0,0.0,304.0,0.0,231.0,0.0,453.0,2.0,992.0385148899284,453.0,892.0,0.0,201.0,587.0,587.0,0.0,892.0,1.0,0.0,81.0,453.0,1.0,620.0,0.0,0.0,2.0,623.0,305.0,0.0,1.0,1.0,0.0
0.0,0.0,1.0,877.0,0.0,0.0,252.0,0.0,3.0,1266.3053186120642,0.0,1264.0,1264.0,134.0,386.0,386.0,253.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,252.0,1264.0,3.0,0.0,878.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,62.0,0.0,0.0,0.0,364.0,1.0,960.5425827835508,163.0,560.0,0.0,201.0,297.0,297.0,0.0,560.0,0.0,0.0,69.0,163.0,0.0,0.0,0.0,0.0,1.0,0.0,263.0,560.0,1.0,1.0,0.0
0.0,0.0,0.0,82.0,0.0,0.0,0.0,429.0,1.0,880.1154228596279,427.0,643.0,0.0,201.0,561.0,561.0,0.0,643.0,0.0,0.0,79.0,427.0,1.0,0.0,0.0,0.0,1.0,5.0,82.0,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,874.5952619904157,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,242.0,3.0,874.5952619904157,0.0,0.0,0.0,0.0,0.0,376.0,0.0,0.0,0.0,0.0,0.0,242.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
708.0,0.0,0.0,783.0,0.0,0.0,0.0,0.0,1.0,1058.8424449178592,0.0,917.0,0.0,134.0,134.0,134.0,0.0,917.0,0.0,0.0,112.0,0.0,1.0,708.0,0.0,0.0,1.0,0.0,783.0,0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0,0.0,231.0,0.0,410.0,1.0,842.8806266215568,281.0,415.0,0.0,91.0,415.0,525.0,37.0,415.0,1.0,0.0,51.0,391.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,417.0,2.0,855.0144646963968,0.0,0.0,0.0,0.0,0.0,551.0,0.0,0.0,0.0,0.0,0.0,417.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,380.0,0.0,0.0,0.0,110.0,1.0,1012.6712975929051,109.0,623.0,0.0,201.0,243.0,243.0,0.0,623.0,0.0,0.0,76.0,109.0,1.0,0.0,0.0,0.0,1.0,623.0,380.0,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,855.0144646963967,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,489.0,0.0,0.0,0.0,0.0,1.0,1058.8424449178592,0.0,623.0,0.0,134.0,134.0,134.0,0.0,623.0,0.0,0.0,76.0,0.0,1.0,0.0,0.0,0.0,1.0,623.0,489.0,0.0,1.0,1.0,0.0
0.0,0.0,1.0,76.0,0.0,0.0,94.0,167.0,1.0,877.1366391577207,167.0,472.0,472.0,201.0,395.0,395.0,94.0,0.0,0.0,0.0,58.0,167.0,0.0,0.0,141.0,472.0,1.0,0.0,77.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,842.8806266215569,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,1.0,888.0,0.0,0.0,288.0,126.0,4.0,1311.2057773497963,125.0,1440.0,1440.0,208.0,552.0,552.0,288.0,0.0,0.0,0.0,86.0,125.0,0.0,0.0,413.0,1440.0,4.0,0.0,888.0,0.0,0.0,1.0,0.0
0.0,0.0,1.0,445.0,0.0,0.0,246.0,356.0,6.0,1195.4706195343422,356.0,1234.0,1234.0,279.0,788.0,788.0,247.0,0.0,0.0,0.0,55.0,356.0,0.0,0.0,369.0,1234.0,6.0,0.0,446.0,0.0,0.0,1.0,0.0
204.0,0.0,0.0,438.0,0.0,0.0,0.0,52.0,1.0,1037.99095902706,51.0,623.0,0.0,185.0,185.0,185.0,0.0,623.0,0.0,0.0,76.0,51.0,1.0,204.0,0.0,0.0,1.0,623.0,438.0,0.0,1.0,1.0,0.0
0.0,0.0,0.0,26.0,0.0,0.0,0.0,74.0,1.0,854.7957613904447,73.0,233.0,0.0,201.0,207.0,207.0,0.0,233.0,0.0,1.0,29.0,73.0,0.0,0.0,0.0,0.0,1.0,0.0,26.0,0.0,0.0,1.0,0.0
0.0,0.0,1.0,594.0,0.0,310.0,104.0,0.0,2.0,1120.1262140406177,0.0,832.0,522.0,134.0,238.0,238.0,104.0,310.0,1.0,0.0,76.0,0.0,0.0,0.0,104.0,522.0,2.0,0.0,594.0,0.0,1.0,1.0,0.0
0.0,0.0,1.0,42.0,0.0,0.0,145.0,0.0,1.0,862.2427206800836,407.0,729.0,729.0,201.0,686.0,686.0,146.0,0.0,0.0,0.0,89.0,407.0,0.0,0.0,218.0,729.0,1.0,0.0,43.0,0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0,13.0,417.0,3.0,874.5952619904158,0.0,68.0,68.0,0.0,68.0,585.0,14.0,0.0,0.0,0.0,5.0,417.0,0.0,0.0,0.0,68.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,24.0,0.0,0.0,0.0,417.0,2.0,865.4402076195232,417.0,575.0,0.0,157.0,551.0,551.0,0.0,575.0,0.0,0.0,52.0,417.0,0.0,0.0,0.0,0.0,2.0,0.0,24.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,855.0144646963969,0.0,0.0,0.0,0.0,0.0,276.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,1.0,842.8806266215569,0.0,130.0,0.0,130.0,130.0,199.0,0.0,130.0,0.0,0.0,16.0,65.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,644.0,0.0,0.0,0.0,0.0,1.0,1058.8424449178592,0.0,778.0,0.0,134.0,134.0,134.0,0.0,778.0,0.0,0.0,95.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,644.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,1.0,310.0,0.0,417.0,4.0,915.027545147168,171.0,310.0,0.0,0.0,310.0,556.0,0.0,310.0,1.0,0.0,19.0,417.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0
0.0,0.0,0.0,596.0,1.0,0.0,0.0,25.0,1.0,1058.8424449178592,25.0,755.0,0.0,159.0,159.0,159.0,0.0,755.0,0.0,0.0,92.0,25.0,1.0,0.0,0.0,0.0,1.0,0.0,596.0,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,855.0144646963968,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.0,4.0,915.027545147168,0.0,0.0,0.0,0.0,0.0,371.0,0.0,0.0,0.0,0.0,0.0,232.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,312.0,0.0,310.0,0.0,488.0,3.0,1014.5980959038768,487.0,933.0,0.0,201.0,621.0,621.0,0.0,933.0,1.0,0.0,67.0,487.0,1.0,0.0,0.0,0.0,3.0,623.0,312.0,0.0,1.0,1.0,0.0
0.0,0.0,1.0,1065.0,1.0,0.0,301.0,0.0,4.0,1391.632937307128,0.0,1506.0,1506.0,139.0,440.0,440.0,301.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,301.0,1506.0,4.0,0.0,1066.0,0.0,0.0,1.0,0.0
0.0,0.0,1.0,650.0,0.0,0.0,196.0,0.0,1.0,1058.8424449178592,0.0,980.0,980.0,134.0,330.0,330.0,196.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,196.0,980.0,1.0,0.0,650.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,417.0,4.0,915.027545147168,0.0,0.0,0.0,0.0,0.0,556.0,0.0,0.0,0.0,0.0,0.0,417.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,182.0,0.0,0.0,0.0,394.0,1.0,924.7971783623984,394.0,710.0,0.0,201.0,528.0,528.0,0.0,710.0,0.0,0.0,87.0,394.0,1.0,0.0,0.0,0.0,1.0,0.0,182.0,0.0,1.0,1.0,0.0
25.0,0.0,0.0,0.0,0.0,0.0,0.0,232.0,2.0,855.0144646963968,0.0,0.0,0.0,0.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,232.0,0.0,25.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0,75.0,417.0,3.0,874.5952619904158,166.0,375.0,375.0,0.0,375.0,626.0,75.0,0.0,0.0,0.0,27.0,417.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,842.8806266215569,0.0,0.0,0.0,0.0,0.0,277.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,437.0,0.0,0.0,0.0,53.0,1.0,1037.99095902706,52.0,623.0,0.0,186.0,186.0,186.0,0.0,623.0,0.0,0.0,76.0,52.0,1.0,0.0,0.0,0.0,1.0,623.0,437.0,0.0,1.0,1.0,0.0
0.0,0.0,0.0,743.0,0.0,0.0,0.0,0.0,4.0,1247.1619277932273,0.0,882.0,0.0,139.0,139.0,139.0,0.0,882.0,0.0,0.0,53.0,0.0,1.0,0.0,0.0,0.0,4.0,623.0,743.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,151.0,0.0,389.0,0.0,105.0,3.0,941.6178952192156,104.0,389.0,0.0,201.0,238.0,238.0,0.0,389.0,1.0,0.0,28.0,104.0,0.0,0.0,0.0,0.0,3.0,0.0,151.0,0.0,1.0,1.0,0.0
0.0,0.0,1.0,32.0,0.0,0.0,145.0,411.0,4.0,929.9214637008012,410.0,727.0,727.0,208.0,694.0,694.0,145.0,0.0,0.0,0.0,44.0,410.0,0.0,0.0,217.0,727.0,4.0,0.0,33.0,0.0,0.0,1.0,0.0
0.0,0.0,1.0,98.0,0.0,0.0,74.0,369.0,1.0,887.5623821463436,368.0,675.0,372.0,201.0,576.0,576.0,74.0,303.0,0.0,0.0,83.0,368.0,1.0,0.0,111.0,372.0,1.0,303.0,99.0,0.0,1.0,1.0,0.0
0.0,0.0,1.0,1629.0,0.0,0.0,285.0,0.0,1.0,1058.8424449178592,0.0,2048.0,1425.0,134.0,419.0,419.0,285.0,623.0,0.0,0.0,251.0,0.0,1.0,0.0,285.0,1425.0,1.0,623.0,1629.0,0.0,1.0,1.0,0.0
44.0,0.0,0.0,784.0,0.0,0.0,0.0,94.0,2.0,1205.0215494881015,93.0,1011.0,0.0,201.0,227.0,227.0,0.0,1011.0,0.0,2.0,92.0,93.0,0.0,44.0,0.0,0.0,2.0,0.0,784.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,400.0,0.0,0.0,0.0,89.0,1.0,1021.6076486386,88.0,623.0,0.0,201.0,222.0,222.0,0.0,623.0,0.0,0.0,76.0,88.0,1.0,0.0,0.0,0.0,1.0,623.0,401.0,0.0,1.0,1.0,0.0
0.0,0.0,1.0,640.0,0.0,0.0,194.0,0.0,4.0,1200.9907804309364,0.0,974.0,974.0,139.0,333.0,333.0,194.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,194.0,974.0,4.0,0.0,641.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.0,1.0,842.8806266215568,0.0,0.0,0.0,0.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,232.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,1.0,939.0,0.0,0.0,273.0,412.0,4.0,1333.546655106701,412.0,1762.0,1367.0,209.0,824.0,824.0,273.0,395.0,0.0,0.0,106.0,412.0,0.0,0.0,410.0,1367.0,4.0,0.0,938.0,0.0,0.0,1.0,0.0
434.0,0.0,1.0,495.0,0.0,0.0,164.0,0.0,2.0,1129.8640392919503,0.0,820.0,820.0,134.0,325.0,325.0,164.0,0.0,0.0,0.0,75.0,0.0,0.0,434.0,164.0,820.0,2.0,0.0,495.0,0.0,0.0,1.0,0.0
25.0,0.0,1.0,339.0,0.0,0.0,229.0,417.0,5.0,974.3989451260792,417.0,1148.0,1148.0,162.0,808.0,808.0,230.0,0.0,0.0,0.0,59.0,417.0,0.0,25.0,229.0,1148.0,5.0,0.0,340.0,0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0,94.0,410.0,3.0,937.843622452693,244.0,472.0,472.0,35.0,472.0,638.0,94.0,0.0,0.0,0.0,34.0,410.0,0.0,0.0,0.0,472.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,1.0,94.0,1.0,0.0,162.0,350.0,4.0,927.9861667545084,350.0,810.0,810.0,209.0,716.0,716.0,162.0,0.0,0.0,0.0,49.0,350.0,0.0,0.0,243.0,0.0,4.0,0.0,94.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1042.4407513441172,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
166.0,0.0,0.0,0.0,0.0,0.0,0.0,417.0,4.0,901.2816488908956,0.0,0.0,0.0,0.0,0.0,556.0,0.0,0.0,0.0,0.0,0.0,417.0,0.0,166.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,1.0,661.0,0.0,0.0,292.0,368.0,4.0,1090.1207394978717,368.0,1460.0,1460.0,208.0,799.0,799.0,292.0,0.0,0.0,0.0,88.0,368.0,0.0,0.0,438.0,0.0,4.0,0.0,661.0,0.0,0.0,1.0,0.0
0.0,0.0,1.0,675.0,0.0,249.0,154.0,0.0,4.0,1094.8894034020882,0.0,1019.0,770.0,139.0,344.0,344.0,154.0,249.0,1.0,0.0,61.0,0.0,0.0,0.0,154.0,770.0,4.0,0.0,675.0,0.0,1.0,1.0,0.0
0.0,0.0,1.0,37.0,0.0,0.0,48.0,20.0,4.0,911.772709480172,19.0,244.0,244.0,158.0,206.0,206.0,49.0,0.0,0.0,0.0,15.0,19.0,0.0,0.0,67.0,0.0,4.0,0.0,38.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,990.0,0.0,0.0,0.0,0.0,2.0,1249.0806368973645,0.0,1124.0,0.0,134.0,134.0,134.0,0.0,1124.0,0.0,0.0,102.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,990.0,0.0,0.0,1.0,0.0
0.0,0.0,1.0,585.0,0.0,0.0,109.0,417.0,3.0,1105.7005918811162,417.0,1245.0,545.0,165.0,660.0,660.0,109.0,700.0,0.0,0.0,90.0,417.0,0.0,0.0,128.0,545.0,3.0,0.0,585.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,522.0,0.0,0.0,0.0,0.0,4.0,1051.0176954832957,0.0,661.0,0.0,139.0,139.0,139.0,0.0,661.0,0.0,0.0,40.0,0.0,1.0,0.0,0.0,0.0,4.0,99.0,522.0,0.0,1.0,1.0,0.0
0.0,0.0,0.0,307.0,0.0,469.0,0.0,0.0,5.0,964.8616173176462,0.0,469.0,0.0,162.0,162.0,162.0,0.0,469.0,1.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,307.0,0.0,1.0,1.0,0.0
0.0,0.0,1.0,454.0,0.0,0.0,187.0,110.0,7.0,951.82283538718,110.0,937.0,937.0,279.0,483.0,483.0,187.0,0.0,0.0,0.0,37.0,110.0,0.0,0.0,281.0,937.0,7.0,0.0,454.0,0.0,0.0,1.0,0.0
2.0,0.0,0.0,160.0,0.0,0.0,0.0,102.0,4.0,947.0608223713748,101.0,400.0,0.0,208.0,240.0,240.0,0.0,400.0,0.0,0.0,24.0,101.0,0.0,2.0,0.0,0.0,4.0,0.0,160.0,0.0,0.0,1.0,0.0
0.0,0.0,1.0,781.0,0.0,0.0,303.0,0.0,3.0,1161.9708259508716,0.0,1518.0,1518.0,134.0,736.0,736.0,304.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,303.0,1518.0,3.0,0.0,782.0,0.0,0.0,1.0,0.0
0.0,0.0,1.0,154.0,0.0,0.0,51.0,417.0,3.0,981.7153303714854,417.0,756.0,256.0,134.0,602.0,602.0,51.0,500.0,0.0,0.0,55.0,417.0,0.0,0.0,51.0,256.0,3.0,0.0,154.0,0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0,104.0,417.0,1.0,1042.4407513441172,285.0,523.0,523.0,2.0,523.0,655.0,105.0,0.0,0.0,0.0,64.0,417.0,0.0,0.0,0.0,523.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,789.0,0.0,231.0,0.0,0.0,2.0,1213.792524006162,0.0,923.0,0.0,134.0,134.0,134.0,0.0,923.0,1.0,0.0,84.0,0.0,1.0,0.0,0.0,0.0,2.0,117.0,789.0,0.0,1.0,1.0,0.0
0.0,0.0,0.0,670.0,0.0,231.0,0.0,70.0,3.0,1129.543911402199,70.0,874.0,0.0,201.0,204.0,204.0,0.0,874.0,1.0,0.0,63.0,70.0,1.0,0.0,0.0,0.0,3.0,326.0,670.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,53.0,0.0,0.0,0.0,437.0,2.0,1003.0175794397898,436.0,623.0,0.0,201.0,570.0,570.0,0.0,623.0,0.0,0.0,57.0,436.0,1.0,0.0,0.0,0.0,2.0,623.0,53.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,788.0,0.0,0.0,0.0,113.0,2.0,1212.8387912253186,113.0,1034.0,0.0,201.0,247.0,247.0,0.0,1034.0,0.0,0.0,94.0,113.0,1.0,0.0,0.0,0.0,2.0,0.0,787.0,0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0,91.0,417.0,1.0,1068.1915364268866,139.0,455.0,455.0,201.0,364.0,364.0,91.0,0.0,0.0,0.0,56.0,139.0,0.0,0.0,137.0,455.0,1.0,0.0,91.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,544.0,0.0,0.0,0.0,0.0,1.0,1180.7320045663976,0.0,678.0,0.0,134.0,134.0,134.0,0.0,678.0,0.0,0.0,83.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,544.0,0.0,1.0,1.0,0.0
0.0,0.0,0.0,364.0,0.0,0.0,0.0,146.0,1.0,1146.3976244560383,145.0,643.0,0.0,201.0,279.0,279.0,0.0,643.0,0.0,0.0,79.0,145.0,1.0,0.0,0.0,0.0,1.0,116.0,364.0,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,397.0,3.0,937.843622452693,189.0,323.0,0.0,0.0,323.0,530.0,0.0,323.0,0.0,0.0,23.0,396.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,347.0,0.0,0.0,0.0,143.0,1.0,1141.6289605518216,142.0,623.0,0.0,201.0,276.0,276.0,0.0,623.0,0.0,0.0,76.0,142.0,1.0,0.0,0.0,0.0,1.0,623.0,347.0,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1042.4407513441172,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,1.0,888.0,0.0,0.0,256.0,0.0,4.0,1155.92830137606,0.0,1284.0,1284.0,139.0,395.0,395.0,257.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,256.0,1284.0,4.0,0.0,889.0,0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,2.0,987.7578549462968,0.0,50.0,50.0,40.0,50.0,144.0,10.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,50.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,1.0,162.0,0.0,0.0,191.0,417.0,6.0,874.8906080286231,417.0,957.0,957.0,186.0,794.0,794.0,191.0,0.0,0.0,0.0,43.0,417.0,0.0,0.0,191.0,957.0,6.0,0.0,163.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,793.0,0.0,0.0,0.0,0.0,2.0,1214.7462567870052,0.0,927.0,0.0,134.0,134.0,134.0,0.0,927.0,0.0,2.0,84.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,793.0,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,1.0,1042.4407513441172,97.0,231.0,0.0,115.0,231.0,317.0,0.0,231.0,0.0,0.0,28.0,183.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,231.0,1.0,1.0,0.0
145.0,0.0,0.0,0.0,0.0,0.0,0.0,395.0,3.0,937.843622452693,325.0,459.0,0.0,132.0,459.0,528.0,0.0,459.0,0.0,0.0,33.0,394.0,0.0,145.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,720.0,0.0,310.0,0.0,0.0,3.0,1143.8499031148483,0.0,854.0,0.0,134.0,134.0,134.0,0.0,854.0,1.0,0.0,62.0,0.0,1.0,0.0,0.0,0.0,3.0,544.0,720.0,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1042.4407513441172,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,1.0,186.0,0.0,0.0,146.0,417.0,3.0,991.2526581799186,417.0,883.0,733.0,188.0,697.0,697.0,147.0,150.0,0.0,0.0,64.0,417.0,0.0,0.0,206.0,733.0,3.0,0.0,186.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,186.0,0.0,417.0,2.0,987.7578549462968,52.0,186.0,0.0,0.0,186.0,551.0,0.0,186.0,1.0,0.0,17.0,417.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0
0.0,0.0,0.0,307.0,0.0,0.0,0.0,381.0,1.0,1130.184167181702,381.0,822.0,0.0,201.0,515.0,515.0,0.0,822.0,0.0,1.0,101.0,381.0,0.0,0.0,0.0,0.0,1.0,0.0,307.0,0.0,0.0,1.0,0.0
0.0,0.0,1.0,1346.0,0.0,0.0,307.0,0.0,7.0,1207.423220653188,0.0,1839.0,1539.0,186.0,493.0,493.0,308.0,300.0,0.0,0.0,73.0,0.0,0.0,0.0,307.0,1539.0,7.0,0.0,1346.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,33.0,0.0,389.0,0.0,223.0,3.0,947.380950261126,222.0,389.0,0.0,201.0,356.0,356.0,0.0,389.0,1.0,0.0,28.0,222.0,0.0,0.0,0.0,0.0,3.0,0.0,33.0,0.0,1.0,1.0,0.0
0.0,0.0,1.0,979.0,0.0,389.0,168.0,0.0,3.0,1218.241060020627,0.0,1281.0,842.0,134.0,302.0,302.0,169.0,439.0,1.0,0.0,93.0,0.0,0.0,0.0,168.0,842.0,3.0,0.0,979.0,0.0,1.0,1.0,0.0
0.0,0.0,0.0,146.0,0.0,389.0,0.0,110.0,3.0,979.8078648097988,109.0,389.0,0.0,201.0,243.0,243.0,0.0,389.0,1.0,0.0,28.0,109.0,0.0,0.0,0.0,0.0,3.0,0.0,146.0,0.0,1.0,1.0,0.0
